Кадастровый номер,"Площадь, м²",Категория земли,Статус,Адрес,Собственность,ВРИ,Тип ВРИ,Записей о правах,Обременения,Кадастровый квартал,"Кадастровая стоимость, руб.","Удельный показатель, руб./м²","Рыночная стоимость, руб.","Медианная цена, руб./м²",Сделок в выборке,Период сделок,Свободен,ИЖС,СНТ,ДНП,ЛПХ,Под застройку,Общего пользования,Земли НП,Широта,Долгота
16:24:050201:539,1714.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Кавказская, з/у 67а.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,892861.34,520.9226,,,,,нет,нет,нет,нет,да,да,нет,да,55.562181252785585,49.18325774865197
16:24:050201:579,1523.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи, ул. Воскресенская.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,918677.26,603.2,,,,,нет,нет,нет,нет,да,да,нет,да,55.566924311078374,49.176772679683694
16:24:050201:837,497.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:050201,308953.14,621.6361,,,,,нет,да,нет,нет,нет,да,нет,да,55.56525428658473,49.171197119316766
16:24:050201:524,1000.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи, ул. Чехловка, д.15.",Частная,для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,557545.0,557.545,,,,,нет,нет,нет,нет,да,да,нет,да,55.562398867818196,49.17802637873105
16:24:050201:584,600.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи, ул. Кавказская, 13.",Частная,для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,335537.16,559.2286,,,,,нет,нет,нет,нет,да,да,нет,да,55.567738098835264,49.18260177116748
16:24:050201:150,,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи.",Муниципальная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,1565245.45,600.17,,,,,да,нет,нет,нет,да,да,нет,да,55.56305689755616,49.175830193532526
16:24:050201:185,58.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,32025.71,552.1674,,,,,да,нет,нет,нет,да,да,нет,да,55.56513302756783,49.18202489305243
16:24:050201:516,1410.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи.",Частная,для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,874613.98,620.2936,,,,,нет,нет,нет,нет,да,да,нет,да,55.56540766718665,49.1742640545642
16:24:050201:494,399.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи, ул. Кавказская, д. 9.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,226564.77,567.8315,,,,,нет,нет,нет,нет,да,да,нет,да,55.56819384695337,49.18203565680389
16:24:050201:194,699.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Чехловка, з/у 26а.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,406063.71,580.9209,,,,,да,нет,нет,нет,да,да,нет,да,55.563085916727815,49.1765603920629
16:24:050201:376,1000.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Закрьевская, з/у 15.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:050201,624802.1,624.8021,,,,,нет,да,нет,нет,нет,да,нет,да,55.56344208022117,49.17402873786565
16:24:050201:420,1417.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи, ул. Воскресенская, д. 15 в.",,для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,833731.2,588.3777,,,,,да,нет,нет,нет,да,да,нет,да,55.5670728686717,49.17815142620713
16:24:050201:475,1389.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи, ул. Чехловка, д. 16.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,766881.35,552.1104,,,,,нет,нет,нет,нет,да,да,нет,да,55.563576613096565,49.17944568760658
16:24:050201:67,3914.0,Земли населенных пунктов,Ранее учтенный,"Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи, ул. Чехловка, д. 3",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,2207186.4,563.92,,,,,нет,нет,нет,нет,да,да,нет,да,55.563693949479436,49.17812719985958
16:24:050201:160,,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи.",Муниципальная,ШП,ДРУГОЕ,0,нет,16:24:050201,6345.29,576.84,,,,,да,нет,нет,нет,нет,нет,нет,да,55.56188070739607,49.182532090668936
16:24:050201:587,800.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи, ул. Кавказская, 13.",Частная,для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,455470.56,569.3382,,,,,нет,нет,нет,нет,да,да,нет,да,55.567692774596196,49.18215843584937
16:24:050201:829,500.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,318406.75,636.8135,,,,,нет,нет,нет,нет,да,да,нет,да,55.5643467941735,49.17144041067911
16:24:050201:175,125.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Закрьевская, з/у 2А.",,Под размещение фельдшерско-акушерского пункта,ДРУГОЕ,0,нет,16:24:050201,72291.31,578.3305,,,,,да,нет,нет,нет,нет,нет,нет,да,55.564275593943115,49.173446857560805
16:24:050201:518,2000.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,1053667.0,526.8335,,,,,нет,нет,нет,нет,да,да,нет,да,55.56224548139081,49.18198709317456
16:24:050201:535,1039.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,638364.41,614.4,,,,,нет,нет,нет,нет,да,да,нет,да,55.56480060304646,49.174938246535184
16:24:050201:130,,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Полевая, з/у 6.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,711030.43,572.0277,,,,,да,нет,нет,нет,да,да,нет,да,55.568507715022314,49.17734865097417
16:24:050201:540,1715.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Кавказская, з/у 67б.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,883304.23,515.0462,,,,,нет,нет,нет,нет,да,да,нет,да,55.56238419898536,49.18439666561115
16:24:050201:166,3020.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, р-н. Лаишевский, д. Пиголи.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,1769045.94,585.78,,,,,да,нет,нет,нет,да,да,нет,да,55.567264775028534,49.17773102622966
16:24:050201:112,2542.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Воскресенская, з/у 13а.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,1490177.85,586.2226,,,,,да,нет,нет,нет,да,да,нет,да,55.56749489499416,49.1773641534542
16:24:050201:157,1236.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Полевая, з/у 12а.",Частная,Для строительства жилого дома,ЖИЛОЙ,0,нет,16:24:050201,704362.53,569.8726,,,,,нет,нет,нет,нет,нет,да,нет,да,55.568889948899866,49.1786642023953
16:24:050201:558,1195.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи, ул. Кавказская.",Частная,для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,653175.41,546.5903,,,,,нет,нет,нет,нет,да,да,нет,да,55.56378944924188,49.180382572833466
16:24:050201:164,2827.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, р-н. Лаишевский, д. Пиголи.",,Под размещение водонапорной башни и скважины,ДРУГОЕ,0,нет,16:24:050201,1650480.06,583.8274,,,,,да,нет,нет,нет,нет,нет,нет,да,55.569159519808565,49.180292049936
16:24:050201:860,1000.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи, ул. Чехловка..",Частная,Для ведения подсобного хозяйства,ДРУГОЕ,0,нет,16:24:050201,585853.7,585.85,,,,,нет,нет,нет,нет,нет,нет,нет,да,55.563392377909494,49.1759405292666
16:24:050201:155,,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение,  д Пиголи.",Муниципальная,Ведение личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,810571.65,556.7113,,,,,да,нет,нет,нет,да,да,нет,да,55.568692134222694,49.18196613707979
16:24:050201:824,1500.0,Земли населенных пунктов,Учтенный,"Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи, ул. Чехловка, 22",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,912150.0,608.1,,,,,нет,нет,нет,нет,да,да,нет,да,55.563575367323985,49.17509597300298
16:24:050201:144,,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, р-н. Лаишевский, д. Пиголи.",Муниципальная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,1084373.2,580.81,,,,,да,нет,нет,нет,да,да,нет,да,55.568094164709386,49.179715349511376
16:24:050201:866,1200.0,Земли населенных пунктов,Учтенный,"Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д. Пиголи, ул. Кавказская",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,669055.44,557.55,,,,,нет,нет,нет,нет,да,да,нет,да,55.56468743384736,49.18029469792842
16:24:050201:867,1237.0,Земли населенных пунктов,Учтенный,"Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д. Пиголи, ул. Кавказская",Частная,Для ведения личного (подсобного) хозяйства ,ДРУГОЕ,0,нет,16:24:050201,687393.23,555.69,,,,,нет,нет,нет,нет,нет,нет,нет,да,55.564791542687466,49.18135325080117
16:24:050201:391,1500.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,935680.05,623.7867,,,,,нет,нет,нет,нет,да,да,нет,да,55.56497431814117,49.17431872105175
16:24:050201:154,1655.0,Земли населенных пунктов,Ранее учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Закрьевская, з/у 11В",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,1000156.39,604.3241,,,,,нет,нет,нет,нет,да,да,нет,да,55.56615150558048,49.170247429554955
16:24:050201:859,1000.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи, ул. Чехловка..",Частная,Для ведения подсобного хозяйства,ДРУГОЕ,0,нет,16:24:050201,603198.0,603.2,,,,,нет,нет,нет,нет,нет,нет,нет,да,55.5633403019482,49.175465608316244
16:24:050201:607,1389.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Кавказская, з/у 38А.",Частная,для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,743561.98,535.3218,,,,,нет,нет,нет,нет,да,да,нет,да,55.56321126476217,49.18170044179643
16:24:050201:398,21957.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи.",,"Земельные участки улиц, проспектов, площадей, земель резерва (земли общего пользования)",ОГП,0,нет,16:24:050201,12866977.66,586.008,,,,,да,нет,нет,нет,нет,нет,да,да,55.567256961359206,49.17017414361765
16:24:050201:560,761.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Чехловка, з/у 17а.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,416830.82,547.7409,,,,,нет,нет,нет,нет,да,да,нет,да,55.56224303554779,49.178472111031915
16:24:050201:884,40.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселени, д Пиголи",Муниципальная,земельные участки (территории) общего пользования,ОГП,0,нет,16:24:050201,23732.36,593.31,,,,,да,нет,нет,нет,нет,нет,да,да,55.5667808749289,49.17196075717933
16:24:050201:886,1549.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Кавказская, з/у 17.",Частная,Ведение личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,873810.26,564.11,,,,,нет,нет,нет,нет,да,да,нет,да,55.5672214102373,49.18181194092082
16:24:050201:889,26985.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи",,земельные участки (территории) общего пользования,ОГП,0,нет,16:24:050201,15667763.55,580.61,,,,,да,нет,нет,нет,нет,нет,да,да,55.56164074254543,49.177264697761665
16:24:050201:892,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи",,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:050201,600739.7,600.74,,,,,да,да,нет,нет,нет,да,нет,да,55.561647134666856,49.17558377895235
16:24:050201:918,1076.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи, ул. Кавказская, д. 12",Частная,Ведение личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,627496.19,583.17,,,,,нет,нет,нет,нет,да,да,нет,да,55.566247999142185,49.179843041756385
16:24:050201:929,1255.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,700165.25,557.9,,,,,нет,нет,нет,нет,да,да,нет,да,55.56290036233852,49.17782308912509
16:24:050802:5173,772046.0,Земли сельскохозяйственного назначения,Учтенный,"Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение
",Частная,Сельскохозяйственное производство,СХ,0,нет,16:24:050802,2605114.82,3.37,,,,,нет,нет,нет,нет,нет,нет,нет,нет,55.572504838156476,49.187277575614466
16:24:050201:942,17296.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи, ",,Земельные участки(территории) общего пользования,ОГП,0,нет,16:24:050201,10256628.32,593.01,,,,,да,нет,нет,нет,нет,нет,да,да,55.564914978740354,49.17139774237771
16:24:050201:951,2296.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи, ул. Чехловка",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,1405627.5,612.21,,,,,нет,нет,нет,нет,да,да,нет,да,55.56461290722928,49.17480139718094
16:24:050201:953,1100.0,Земли населенных пунктов,Учтенный,"Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, деревня Пиголи, ул Кавказская",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,573966.25,521.79,,,,,нет,нет,нет,нет,да,да,нет,да,55.56460516019938,49.18398054543334
16:24:050201:963,1500.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи, ул. Кавказская",Частная,Ведение личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,789045.9,526.03,,,,,нет,нет,нет,нет,да,да,нет,да,55.56608339751854,49.183190660075226
16:24:050201:962,1577.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи, ул. Кавказская",Частная,Ведение личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,880358.99,558.25,,,,,нет,нет,нет,нет,да,да,нет,да,55.56598150226068,49.18223347216516
16:24:050201:965,2000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи, ул. Воскресенская",Частная,для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,1215276.6,607.64,,,,,нет,нет,нет,нет,да,да,нет,да,55.567285052060065,49.17470399317549
16:24:050801:332,497934.0,Земли сельскохозяйственного назначения,Учтенный,"Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение",Частная,для сельскохозяйственного производства,СХ,0,нет,16:24:050801,1958623.39,3.9335,,,,,нет,нет,нет,нет,нет,нет,нет,нет,55.557834714264665,49.193826544888424
16:24:050201:880,715.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи, ул. Чехловка, д. 19",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,394195.23,551.32,,,,,нет,нет,нет,нет,да,да,нет,да,55.56197791518706,49.17811537860323
16:24:050201:171,,,Ранее учтенный,-,,,ДРУГОЕ,0,нет,16:24:050201,0.0,0.0,,,,,да,нет,нет,нет,нет,нет,нет,нет,55.56832500670102,49.17366772188633
16:24:050201:172,6.76,,Ранее учтенный,-,,,ДРУГОЕ,0,нет,16:24:050201,0.0,0.0,,,,,да,нет,нет,нет,нет,нет,нет,нет,55.56813736361812,49.17285556622835
16:24:050802:51,,,Ранее учтенный,-,,,ДРУГОЕ,0,нет,16:24:050802,0.0,0.0,,,,,да,нет,нет,нет,нет,нет,нет,нет,55.568695612226556,49.16927054185298
16:24:050801:2025,81742.0,Земли сельскохозяйственного назначения,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение.",,для сельскохозяйственного производства,СХ,0,нет,16:24:050801,343316.4,4.2,,,,,да,нет,нет,нет,нет,нет,нет,нет,55.560630720673785,49.185296592775536
16:24:050801:2124,140723.0,Земли сельскохозяйственного назначения,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение.",,для сельскохозяйственного производства,СХ,0,нет,16:24:050801,424279.84,3.015,,,,,да,нет,нет,нет,нет,нет,нет,нет,55.56041547472307,49.17654979411969
