Кадастровый номер,"Площадь, м²",Категория земли,Статус,Адрес,Собственность,ВРИ,Тип ВРИ,Записей о правах,Обременения,Кадастровый квартал,"Кадастровая стоимость, руб.","Удельный показатель, руб./м²","Рыночная стоимость, руб.","Медианная цена, руб./м²",Сделок в выборке,Период сделок,Свободен,ИЖС,СНТ,ДНП,ЛПХ,Под застройку,Общего пользования,Земли НП,Широта,Долгота
16:33:080301:49,2279.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Лесная, з/у 12.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080301,3631612.94,1593.51,,,,,да,нет,нет,нет,да,да,нет,да,55.81133303938974,49.38366644198557
16:33:080301:663,783.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Приозерная, з/у 6А.",Частная,Для индивидуального жилищного строителльства,ИЖС,0,нет,16:33:080301,1313269.68,1677.23,,,,,нет,да,нет,нет,нет,да,нет,да,55.81042768256577,49.37863803880744
16:33:080301:692,599.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Каменная, з/у 46а.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080301,956039.28,1596.06,,,,,нет,нет,нет,нет,да,да,нет,да,55.812189270592924,49.37176688654979
16:33:080702:291,824.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Сосновая, з/у 10.",Частная,для жилищного строительства,ДРУГОЕ,0,нет,16:33:080702,1317837.95,1599.3179,,,,,нет,нет,нет,нет,нет,нет,нет,да,55.808229291046835,49.38987100795201
16:33:080301:21,2174.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Лесная, з/у 9.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080301,3433760.39,1579.47,,,,,нет,нет,нет,нет,да,да,нет,да,55.812385548438925,49.381825115958804
16:33:080301:729,1109.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Лесная, з/у 31.",Частная,для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080301,1759708.41,1586.75,,,,,нет,нет,нет,нет,да,да,нет,да,55.81296776867445,49.37705187278127
16:33:080301:525,986.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Лесная, з/у 14Б.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080301,1587271.38,1609.8087,,,,,нет,нет,нет,нет,да,да,нет,да,55.81126800311821,49.38255031527982
16:33:080301:744,1266.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Лесная, з/у 3А",Частная,для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080301,1912543.41,1510.7,,,,,нет,нет,нет,нет,да,да,нет,да,55.81138599370661,49.385991528217055
16:33:080301:87,410.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Званковское сельское поселение, д Званка.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080301,665766.9,1623.82,,,,,да,нет,нет,нет,да,да,нет,да,55.811035174225005,49.38138901787678
16:33:080702:286,822.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Сосновая, з/у 20.",Частная,для жилищного строительства,ДРУГОЕ,0,нет,16:33:080702,1353897.29,1647.077,,,,,нет,нет,нет,нет,нет,нет,нет,да,55.80772962655256,49.388190539834746
16:33:080702:305,824.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Яшьлек, з/у 14.",Частная,для жилищного строительства,ДРУГОЕ,0,нет,16:33:080702,1354169.1,1643.4091,,,,,нет,нет,нет,нет,нет,нет,нет,да,55.807432234108646,49.38980353939587
16:33:080301:57,615.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Каменная, з/у 21/1.",,Для индивидуального жилищного строительства,ИЖС,0,нет,16:33:080301,1008443.18,1639.745,,,,,да,да,нет,нет,нет,да,нет,да,55.81151737756808,49.376620849344015
16:33:080301:183,1770.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Лесная, з/у 37А.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080301,2781888.47,1571.69,,,,,нет,нет,нет,нет,да,да,нет,да,55.813358347895424,49.37607604559313
16:33:080301:22,2198.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Лесная, з/у 7.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:33:080301,3485117.37,1585.59,,,,,нет,да,нет,нет,нет,да,нет,да,55.81225010030545,49.382145881247276
16:33:080301:255,927.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Приозерная, з/у 70.",Частная,ведение личного подсобного хозяйства,ЛПХ,0,нет,16:33:080301,1498607.3,1616.62,,,,,нет,нет,нет,нет,да,да,нет,да,55.81104641341526,49.37183128141078
16:33:000000:3250,1212.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Овражная, з/у 11.",Частная,для индивидуального жилищного строительства,ИЖС,0,нет,16:33:000000,2042598.63,1685.3124,,,,,нет,да,нет,нет,нет,да,нет,да,55.807585890221475,49.38293188943826
16:33:080702:287,825.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Сосновая, з/у 18.",Частная,для жилищного строительства,ДРУГОЕ,0,нет,16:33:080702,1346072.72,1631.6033,,,,,нет,нет,нет,нет,нет,нет,нет,да,55.80783342096746,49.38853246403014
16:33:080702:804,287.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Яшьлек, з/у 6Б",Частная,Блокированные односемейные дома с участками,ДРУГОЕ,0,нет,16:33:080702,466940.85,1626.9716,,,,,нет,нет,нет,нет,нет,нет,нет,да,55.80780530493755,49.39107683513234
16:33:080301:54,2006.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Лесная, з/у 4А.",Частная,под жилую застройку индивидуальную,ДРУГОЕ,0,нет,16:33:080301,2941526.38,1466.36,,,,,нет,нет,нет,нет,нет,нет,нет,да,55.810992237748025,49.38699024800081
16:33:080301:69,901.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Каменная, з/у 15/2.",,индивидуальное жилищное строительство,ДРУГОЕ,0,нет,16:33:080301,1491607.93,1655.5,,,,,да,нет,нет,нет,нет,нет,нет,да,55.811339902398636,49.37886558890144
16:33:080301:71,734.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Каменная, з/у 15/1.",,для личного подсобного хозяйства,ЛПХ,0,нет,16:33:080301,1215592.96,1656.12,,,,,да,нет,нет,нет,да,да,нет,да,55.81128222965799,49.37915923623346
16:33:080702:174,714.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Овражная, з/у 30.",,Для жилищного строительства,ДРУГОЕ,0,нет,16:33:080702,1149758.56,1610.3061,,,,,да,нет,нет,нет,нет,нет,нет,да,55.80814385608403,49.38626744586452
16:33:080702:314,825.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Яшьлек, з/у 11.",Частная,для жилищного строительства,ДРУГОЕ,0,нет,16:33:080702,1356917.35,1644.7483,,,,,нет,нет,нет,нет,нет,нет,нет,да,55.80720195243167,49.390475795886275
16:33:080301:26,1274.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Лесная, з/у 50.",,для строительства индивидуального жилого дома,ЖИЛОЙ,0,нет,16:33:080301,2033379.04,1596.06,,,,,да,нет,нет,нет,нет,да,нет,да,55.812358177759826,49.37241965239567
16:33:080301:652,1440.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Кощаковское сельское поселение, д Званка.",,для индивидуального жилищного строительства,ИЖС,0,нет,16:33:080301,2197528.7,1526.06,,,,,да,да,нет,нет,нет,да,нет,да,55.811744919406664,49.38523068639386
16:33:080301:719,624.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Кощаковское сельское поселение, д Званка, ул. Лесная, д. 30.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:33:080301,1027137.82,1646.05,,,,,нет,да,нет,нет,нет,да,нет,да,55.81214409123674,49.37911881676483
16:33:080301:105,877.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Каменная, з/у 28Б.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:33:080301,1440347.44,1642.36,,,,,нет,да,нет,нет,нет,да,нет,да,55.81129475827194,49.37515508128814
16:33:080301:160,1650.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Овражная, з/у 25.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080301,2461202.37,1491.6378,,,,,да,нет,нет,нет,да,да,нет,да,55.80985937185331,49.38692836393062
16:33:080301:250,270.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан,  Пестречинский муниципальный район, Званковское сельское поселение, д Званка.",Частная,Для ведения личного садоводства,СНТ,0,нет,16:33:080301,227558.94,842.81,,,,,нет,нет,да,нет,нет,да,нет,да,55.811946134810825,49.37163900784359
16:33:080301:258,802.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Каменная, з/у 1",Частная,Индивидуальное жилищное строительство,ДРУГОЕ,0,нет,16:33:080301,1282262.94,1598.83,,,,,нет,нет,нет,нет,нет,нет,нет,да,55.810489170831964,49.38432920114296
16:33:080301:92,1871.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Каменная, з/у 6.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080301,3050136.76,1630.22,,,,,да,нет,нет,нет,да,да,нет,да,55.81047720755032,49.382463306784956
16:33:080702:406,844.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Сафари, з/у 6.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:33:080702,1461015.57,1731.0611,,,,,нет,да,нет,нет,нет,да,нет,да,55.80611480697513,49.39339715751658
16:33:080301:707,942.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Каменная, з/у 21/2.",Частная,(2.2) для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080301,1544392.23,1639.48,,,,,нет,нет,нет,нет,да,да,нет,да,55.81162888170002,49.37638683632229
16:33:080301:73,682.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Каменная, з/у 13/2.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080301,1129495.53,1656.15,,,,,да,нет,нет,нет,да,да,нет,да,55.81116184995623,49.379432295915116
16:33:080301:309,24.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Званковское сельское поселение, д Званка, ул Каменная.",,Земельные участки объектов коммунального хозяйства,ДРУГОЕ,0,нет,16:33:080301,21460.94,894.2058,,,,,да,нет,нет,нет,нет,нет,нет,да,55.81124518739279,49.38199826558081
16:33:080301:38,1762.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Лесная, з/у 34.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080301,2892136.23,1641.394,,,,,да,нет,нет,нет,да,да,нет,да,55.81215416952126,49.37789843066375
16:33:080301:622,6.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Кощаковское сельское поселение, д Званка.",,Под объекты инженерного оборудования Газоснабжения,ДРУГОЕ,0,нет,16:33:080301,3193.05,532.1757,,,,,да,нет,нет,нет,нет,нет,нет,да,55.81223473314329,49.37877100473441
16:33:080301:751,1551.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан, Пестречинский муниципальный район, Кощаковское сельское поселение, д Званка.",Частная,Индивидуальные жилые дома с приусадебными земельными участками и для индивидуального жилищного строительства,ИЖС,0,нет,16:33:080301,2512879.64,1620.17,,,,,нет,да,нет,нет,нет,да,нет,да,55.81220728296589,49.37501421893304
16:33:080702:806,289.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Яшьлек, з/у 6",Частная,Блокированные односемейные дома с участками,ДРУГОЕ,0,нет,16:33:080702,468185.66,1620.0196,,,,,нет,нет,нет,нет,нет,нет,нет,да,55.8078704227873,49.39129911742684
16:33:080301:14,2582.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Лесная, з/у 23.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080301,4151409.83,1607.83,,,,,да,нет,нет,нет,да,да,нет,да,55.812848085058775,49.379021089586885
16:33:080301:215,1125.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Лесная, з/у 46А.",Частная,ведение личного подсобного хозяйства,ЛПХ,0,нет,16:33:080301,1801298.59,1601.15,,,,,нет,нет,нет,нет,да,да,нет,да,55.81228184834301,49.3732137004449
16:33:080301:95,1500.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Приозерная, з/у 1Б.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080301,2476220.4,1650.8136,,,,,нет,нет,нет,нет,да,да,нет,да,55.80945131087983,49.38256286827126
