Кадастровый номер,"Площадь, м²",Категория земли,Статус,Адрес,Собственность,ВРИ,Тип ВРИ,Записей о правах,Обременения,Кадастровый квартал,"Кадастровая стоимость, руб.","Удельный показатель, руб./м²","Рыночная стоимость, руб.","Медианная цена, руб./м²",Сделок в выборке,Период сделок,Свободен,ИЖС,СНТ,ДНП,ЛПХ,Под застройку,Общего пользования,Земли НП,Широта,Долгота
16:24:090704:2536,627.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Габишевское, с Габишево, ул Юности, з/у 3А.",Частная,"земельные участки, предназначенные для размещения домов индивидуальной жилой застройки",ЖИЛОЙ,0,нет,16:24:090704,1106136.91,1764.1737,,,,,нет,нет,нет,нет,нет,да,нет,да,55.60848122566671,49.127736691205236
16:24:090704:1554,497.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Габишевское, с Габишево, ул Ивана Матвеева, з/у 65А",Частная,"земельный участок, предназначенный для размещения домов индивидуальной жилой застройки",ЖИЛОЙ,0,нет,16:24:090704,789077.61,1587.6813,,,,,нет,нет,нет,нет,нет,да,нет,да,55.606423894005125,49.13580125853809
16:24:090704:1907,518.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Габишевское, с Габишево, ул Веселая, з/у 1А.",Частная,"земельные участки, предназначенные для размещения домов индивидуальной жилой застройки",ЖИЛОЙ,0,нет,16:24:090704,799740.36,1543.9003,,,,,нет,нет,нет,нет,нет,да,нет,да,55.60577363700638,49.13340123514352
16:24:090704:3275,1103.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Габишевское сельское поселение, с Габишево.",Муниципальная,Улично-дорожная сеть,ДРУГОЕ,0,нет,16:24:090704,774184.23,701.89,,,,,да,нет,нет,нет,нет,нет,нет,да,55.60946255005121,49.133744813691585
16:24:090704:3187,602.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Габишевское, с Габишево, ул Алексея Малышева, з/у 95А.",Частная,"земельные участки, предназначенные для размещения домов индивидуальной жилой застройки",ЖИЛОЙ,0,нет,16:24:090704,956422.44,1588.7416,,,,,нет,нет,нет,нет,нет,да,нет,да,55.60779180282589,49.13087108228765
16:24:210101:2545,713.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Габишевское, с Габишево, ул Вахитовская, з/у 53.",Муниципальная,Малоэтажная жилая застройка (АЖК для УПП дом полицейского),ЖИЛОЙ,0,нет,16:24:210101,1524989.0,2138.8345,,,,,да,нет,нет,нет,нет,да,нет,да,55.61443350090048,49.131576399130786
16:24:090704:1788,909.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Габишевское, с Габишево, ул Ивана Матвеева, з/у 54А.",Частная,"земельные участки, предназначенные для размещения домов индивидуальной жилой застройки",ЖИЛОЙ,0,нет,16:24:090704,1371433.48,1508.7277,,,,,нет,нет,нет,нет,нет,да,нет,да,55.604642243118235,49.138252341893164
16:24:090704:1562,707.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Габишевское, с Габишево, ул Ивана Матвеева, з/у 63.",Частная,Для индивидуальной жилой застройки,ДРУГОЕ,0,нет,16:24:090704,1106520.61,1565.0928,,,,,нет,нет,нет,нет,нет,нет,нет,да,55.60603232652628,49.13602671910834
16:24:210101:2283,690.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Габишевское, с Габишево, пр-кт Молодежный, з/у 39.",,для индивидуального жилищного строительства,ИЖС,0,нет,16:24:210101,1462721.41,2119.8861,,,,,да,да,нет,нет,нет,да,нет,да,55.61254184370914,49.12990743952154
16:24:090704:2790,580.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Габишевское, с Габишево, ул Александра Сергеева, з/у 96Б.",Частная,"земельные участки, предназначенные для размещения домов индивидуальной жилой застройки",ЖИЛОЙ,0,нет,16:24:090704,1045089.24,1801.878,,,,,нет,нет,нет,нет,нет,да,нет,да,55.609800258030305,49.13155813161566
16:24:210101:468,25.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Габишевское, с Габишево, тер. ГПК Октябрьская, з/у 468Г.",Муниципальная,обслуживание  автотранспорта,ТРАНСПОРТ,0,нет,16:24:210101,39989.81,1599.5923,,,,,да,нет,нет,нет,нет,нет,нет,да,55.610643434201656,49.13900361235244
16:24:090704:2795,679.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Габишевское, с Габишево, ул Александра Сергеева, з/у 98А.",Частная,"земельные участки, предназначенные для размещения домов индивидуальной жилой застройки",ЖИЛОЙ,0,нет,16:24:090704,1250534.26,1841.7294,,,,,нет,нет,нет,нет,нет,да,нет,да,55.61011999772121,49.13138476563198
16:24:210101:59,1363.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Габишевское, с Габишево, пр-кт Молодежный, з/у 29.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:210101,2855237.07,2094.8181,,,,,нет,да,нет,нет,нет,да,нет,да,55.61232064397641,49.130899696494964
16:24:210101:143,1209.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Габишевское, с Габишево, ул Тукая, з/у 25.",Частная,Под жилую застройку индивидуальную,ДРУГОЕ,0,нет,16:24:210101,2412729.36,1995.6405,,,,,нет,нет,нет,нет,нет,нет,нет,да,55.61185861091309,49.128094647543854
16:24:210101:315,2078.0,Земли населенных пунктов,Ранее учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Габишевское, с Габишево, ул Приозерная, з/у 25",Частная,Ведение личного подсобного хозяйства,ЛПХ,0,нет,16:24:210101,3571296.1,1718.62,,,,,нет,нет,нет,нет,да,да,нет,да,55.607383737753075,49.141097541874956
16:24:090704:1800,757.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Габишевское, с Габишево, ул Алексея Малышева, з/у 55А",Частная,"земельные участки, предназначенные для размещения домов индивидуальной жилой застройки",ЖИЛОЙ,0,нет,16:24:090704,1136296.44,1501.0521,,,,,нет,нет,нет,нет,нет,да,нет,да,55.6042551061036,49.13727573738789
16:24:090704:1674,500.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Габишевское, с Габишево, ул Ивана Матвеева, з/у 16.",Частная,"земельные участки, предназначенные для размещения домов индивидуальной жилой застройки",ЖИЛОЙ,0,нет,16:24:090704,775805.15,1551.6103,,,,,нет,нет,нет,нет,нет,да,нет,да,55.60376907880327,49.14595160337046
16:24:210101:33,819.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Габишевское, с Габишево, пр-кт Молодежный, з/у 8/2.",,для индивидуального жилищного строительства,ИЖС,0,нет,16:24:210101,1412036.18,1724.0979,,,,,да,да,нет,нет,нет,да,нет,да,55.61265170565467,49.14256093279019
16:24:210101:31,770.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Габишевское, с Габишево, пр-кт Молодежный, з/у 6/1.",,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:210101,1327555.38,1724.0979,,,,,да,да,нет,нет,нет,да,нет,да,55.612612827195335,49.143070605953945
16:24:210101:4048,4874.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Габишевское сельское поселение, с Габишево, ул. Советская, д. 4",Частная,Многоквартирные жилые дома до 9 этажей,ЖИЛОЙ,0,нет,16:24:210101,3580517.41,734.62,,,,,нет,нет,нет,нет,нет,да,нет,да,55.61287459173657,49.14587841855877
16:24:000000:4168,1871.0,Земли населенных пунктов,Ранее учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Габишевское, с Габишево, пр-кт Молодежный, з/у 56",Частная,Обслуживание жилой застройки,ДРУГОЕ,0,нет,16:24:000000,1825073.87,975.45,,,,,нет,нет,нет,нет,нет,нет,нет,да,55.61340411901048,49.13005504506838
