Кадастровый номер,"Площадь, м²",Категория земли,Статус,Адрес,Собственность,ВРИ,Тип ВРИ,Записей о правах,Обременения,Кадастровый квартал,"Кадастровая стоимость, руб.","Удельный показатель, руб./м²","Рыночная стоимость, руб.","Медианная цена, руб./м²",Сделок в выборке,Период сделок,Свободен,ИЖС,СНТ,ДНП,ЛПХ,Под застройку,Общего пользования,Земли НП,Широта,Долгота
16:24:110302:1370,1500.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Кирбинское сельское поселение, д Травкино.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,1446718.65,964.4791,,,,,нет,да,нет,нет,нет,да,нет,да,55.550311376698716,49.270635570404266
16:24:110302:1421,689.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Кирбинское сельское поселение, д Травкино.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,669299.49,971.4071,,,,,нет,да,нет,нет,нет,да,нет,да,55.55079782395501,49.270068372635514
16:24:110302:1012,944.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Мира, з/у 32",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,824594.29,873.5109,,,,,нет,да,нет,нет,нет,да,нет,да,55.551743096196525,49.28030594648192
16:24:110302:870,895.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Свободы, з/у 1",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,843307.93,942.2435,,,,,нет,да,нет,нет,нет,да,нет,да,55.551343319036164,49.275682916559916
16:24:110302:909,705.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Кирбинское сельское поселение, д Травкино.",Частная,индивидуальные жилые дома с приусадебными земельными участками,ЖИЛОЙ,0,нет,16:24:110302,779446.45,1105.5978,,,,,нет,нет,нет,нет,нет,да,нет,да,55.54647263099363,49.257975605415425
16:24:110302:1480,600.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Кирбинское сельское поселение, д Травкино.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,581025.72,968.3762,,,,,нет,да,нет,нет,нет,да,нет,да,55.551457556511885,49.27323584065576
16:24:110302:1447,600.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Кирбинское сельское поселение, д Травкино.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,585864.78,976.4413,,,,,нет,да,нет,нет,нет,да,нет,да,55.55149354070321,49.27155724848378
16:24:110201:657,2112.0,Земли населенных пунктов,Учтенный,"Республика Татарстан, Лаишевский муниципальный район, Кирбинское сельское поселение, д Травкино",Муниципальная,водные объекты,ВОДНЫЙ,0,нет,16:24:110201,17856.96,8.46,,,,,да,нет,нет,нет,нет,нет,нет,да,55.54969218658851,49.262458109545136
16:24:110201:658,15340.0,Земли водного фонда,Учтенный,"Республика Татарстан, Лаишевский муниципальный район, Кирбинское сельское поселение",,водные объекты,ВОДНЫЙ,0,нет,16:24:110201,129699.7,8.46,,,,,да,нет,нет,нет,нет,нет,нет,нет,55.54958473947916,49.262281992463194
16:24:110201:633,1015.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Озерная, з/у 17",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:110201,1045186.1,1029.74,,,,,нет,нет,нет,нет,да,да,нет,да,55.54954795021026,49.26463962729303
16:24:110201:74,1453.0,Земли населенных пунктов,Ранее учтенный,"Республика Татарстан, р-н. Лаишевский, д. Травкино",,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110201,1502136.1,1033.82,,,,,да,да,нет,нет,нет,да,нет,да,55.55263512973159,49.26647274191467
16:24:110302:746,751.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Сююмбике, з/у 42.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,684344.39,911.2442,,,,,нет,да,нет,нет,нет,да,нет,да,55.55399576873799,49.27885662467287
16:24:110302:684,800.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Дружбы, з/у 52",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,748103.92,935.1299,,,,,нет,да,нет,нет,нет,да,нет,да,55.55451738034196,49.27780985121816
16:24:110302:723,800.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Сююмбике, з/у 20.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,764369.6,955.462,,,,,нет,да,нет,нет,нет,да,нет,да,55.553002097097725,49.27486767249612
16:24:110302:674,800.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Дружбы, з/у 32.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,771933.84,964.9173,,,,,нет,да,нет,нет,нет,да,нет,да,55.55388831768232,49.27484137852143
16:24:110302:739,500.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Сююмбике, з/у 28",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,471552.6,943.1052,,,,,нет,да,нет,нет,нет,да,нет,да,55.553429213443465,49.27615918135107
16:24:110302:776,600.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Победы, з/у 10.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,575078.88,958.4648,,,,,нет,да,нет,нет,нет,да,нет,да,55.5521687112352,49.27441928738512
16:24:110302:785,521.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Сююмбике, з/у 29.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,482209.52,925.5461,,,,,нет,да,нет,нет,нет,да,нет,да,55.553215220236076,49.27695918990575
16:24:110302:695,865.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Березовая, з/у 41",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,773172.38,893.8409,,,,,нет,да,нет,нет,нет,да,нет,да,55.55564275519563,49.28121432638794
16:24:110302:818,500.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Победы, з/у 50.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,442669.4,885.3388,,,,,нет,да,нет,нет,нет,да,нет,да,55.55375383265143,49.28076831672677
16:24:110302:718,800.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Сююмбике, з/у 10.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,782585.36,978.2317,,,,,нет,да,нет,нет,нет,да,нет,да,55.55264685719963,49.2731916590748
16:24:110302:772,750.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Победы, з/у 2.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,732205.28,976.2737,,,,,нет,да,нет,нет,нет,да,нет,да,55.551900468820584,49.27316305782097
16:24:110302:655,800.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Дружбы, з/у 22",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,803019.92,1003.7749,,,,,нет,да,нет,нет,нет,да,нет,да,55.55320141916815,49.271600366198996
16:24:110302:646,996.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Березовая, з/у 14",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,995970.42,999.9703,,,,,нет,да,нет,нет,нет,да,нет,да,55.55377614767381,49.27223620048689
16:24:110302:714,933.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Сююмбике, з/у 2.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,927264.2,993.8523,,,,,нет,да,нет,нет,нет,да,нет,да,55.552391431025974,49.271930456205936
16:24:110302:1518,108471.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Кирбинское сельское поселение.",Государственная субъекта РФ,для сельскохозяйственного производства,СХ,0,нет,16:24:110302,406072.04,3.7436,,,,,да,нет,нет,нет,нет,нет,нет,да,55.54992910392446,49.27144153701967
16:24:110302:530,700.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Солнечная, з/у 12.",Частная,индивидуальные жилые дома с приусадебными земельными участками,ЖИЛОЙ,0,нет,16:24:110302,738612.98,1055.1614,,,,,нет,нет,нет,нет,нет,да,нет,да,55.54474777661968,49.25976273863349
16:24:110302:1255,530.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Победы, з/у 1а.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,508146.93,958.7678,,,,,нет,да,нет,нет,нет,да,нет,да,55.551728435246865,49.274378066601116
16:24:110302:699,800.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Дружбы, з/у 66.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,723910.64,904.8883,,,,,нет,да,нет,нет,нет,да,нет,да,55.5549109242123,49.27966699583248
16:24:110302:749,600.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Дружбы, з/у 41.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,539280.66,898.8011,,,,,нет,да,нет,нет,нет,да,нет,да,55.55449865908579,49.27993886917962
16:24:110302:782,600.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Сююмбике, з/у 23.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,563776.2,939.627,,,,,нет,да,нет,нет,нет,да,нет,да,55.55302978629503,49.27608424554651
16:24:110201:132,1872.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Травкинская, з/у 12.",,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110201,1925946.17,1028.8174,,,,,да,да,нет,нет,нет,да,нет,да,55.55132734964971,49.26532192310638
16:24:110302:787,521.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Сююмбике, з/у 33.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,482209.52,925.5461,,,,,нет,да,нет,нет,нет,да,нет,да,55.55332451264326,49.27747496437425
16:24:110302:672,1018.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Березовая, з/у 32",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,944382.82,927.6845,,,,,нет,да,нет,нет,нет,да,нет,да,55.555034670249384,49.27814528559767
16:24:110302:780,600.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Сююмбике, з/у 19.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,563776.2,939.627,,,,,нет,да,нет,нет,нет,да,нет,да,55.55290398906298,49.275490577809975
16:24:110302:667,1015.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Березовая, з/у 27.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,967394.27,953.0978,,,,,нет,да,нет,нет,нет,да,нет,да,55.55471944151948,49.276661486238254
16:24:110302:799,500.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Победы, з/у 26.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,464531.4,929.0628,,,,,нет,да,нет,нет,нет,да,нет,да,55.55292003262086,49.276833266988014
16:24:110302:719,1293.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Сююмбике, з/у 12",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,1263612.05,977.2715,,,,,нет,да,нет,нет,нет,да,нет,да,55.55285716930092,49.27341954997964
16:24:110302:894,500.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Свободы, з/у 29.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,441298.95,882.5979,,,,,нет,да,нет,нет,нет,да,нет,да,55.55281996523498,49.28138409143597
16:24:110302:830,600.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Свободы, з/у 8.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,565299.12,942.1652,,,,,нет,да,нет,нет,нет,да,нет,да,55.55172327647011,49.27571107801224
16:24:110201:101,1618.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Озерная, з/у 23А.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110201,1628385.78,1006.42,,,,,нет,да,нет,нет,нет,да,нет,да,55.54918430498136,49.26625770416228
16:24:110302:482,600.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Луговая, з/у 6.",Частная,индивидуальные жилые дома с приусадебными земельными участками,ЖИЛОЙ,0,нет,16:24:110302,652354.02,1087.2567,,,,,нет,нет,нет,нет,нет,да,нет,да,55.54594614721426,49.25838448087003
16:24:110201:643,534.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Озерная, з/у 22",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:110201,544978.35,1020.5587,,,,,нет,нет,нет,нет,да,да,нет,да,55.54815927734389,49.264583041636556
16:24:110302:983,695.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Мира, з/у 48",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,589125.09,847.662,,,,,нет,да,нет,нет,нет,да,нет,да,55.551119225231616,49.279622706962385
16:24:000000:6897,87795.0,Земли населенных пунктов,Учтенный,"Республика Татарстан, Лаишевский муниципальный район, Кирбинское сельское поселение, д. Травкино",Муниципальная,улично-дорожная сеть,ДРУГОЕ,0,нет,16:24:000000,55342438.64,630.36,,,,,да,нет,нет,нет,нет,нет,нет,да,55.552728909171805,49.2772692306566
16:24:110302:1276,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Свободы, з/у 27",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,879390.4,879.3904,,,,,нет,да,нет,нет,нет,да,нет,да,55.552662707759175,49.2811591389144
16:24:110302:992,500.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Мира, з/у 54.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,425127.55,850.2551,,,,,нет,да,нет,нет,нет,да,нет,да,55.55119414760541,49.280544628816756
16:24:110302:989,551.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Мира, з/у 60",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,472839.33,858.1476,,,,,нет,да,нет,нет,нет,да,нет,да,55.551488653107135,49.28167637791875
16:24:110302:982,717.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Мира, з/у 46",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,622755.58,868.5573,,,,,нет,да,нет,нет,нет,да,нет,да,55.55107753138756,49.279327126598126
16:24:110302:970,500.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Мира, з/у 17",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,437233.4,874.4668,,,,,нет,да,нет,нет,нет,да,нет,да,55.55216410422952,49.28113991617089
16:24:110302:991,500.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Мира, з/у 52",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,420263.1,840.5262,,,,,нет,да,нет,нет,нет,да,нет,да,55.551131260158456,49.28024778538308
16:24:110302:980,630.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Мира, з/у 42",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,554521.4,880.1927,,,,,нет,да,нет,нет,нет,да,нет,да,55.55094965810614,49.27876588805862
16:24:110302:895,655.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Свободы, з/у 31.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,578101.62,882.5979,,,,,нет,да,нет,нет,нет,да,нет,да,55.55289064348077,49.2817178227346
16:24:110302:1965,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Кленовая, з/у 7",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,879037.1,879.04,,,,,нет,да,нет,нет,нет,да,нет,да,55.545210901087295,49.267933234817676
16:24:110302:2032,1184.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Кирбинское сельское поселение, д Травкино",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,1204613.32,1017.41,,,,,нет,да,нет,нет,нет,да,нет,да,55.547434805375204,49.264725625897874
16:24:110302:1999,1011.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Кирбинское сельское поселение, д Травкино",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,986805.76,976.07,,,,,нет,да,нет,нет,нет,да,нет,да,55.54226162507615,49.26313733858972
